Date,Open,High,Low,Close,Adj Close,Volume
19-Oct-20,"1,259.39","1,264.46","1,233.32","1,236.95","1,236.95","162,420,400"
16-Oct-20,"1,247.60","1,266.46","1,247.60","1,257.60","1,257.60","184,888,800"
15-Oct-20,"1,242.52","1,247.12","1,236.23","1,244.88","1,244.88","160,571,400"
14-Oct-20,"1,262.72","1,266.04","1,250.34","1,253.94","1,253.94","139,817,900"
13-Oct-20,"1,270.28","1,271.09","1,259.33","1,262.70","1,262.70","142,503,900"
12-Oct-20,"1,266.82","1,276.94","1,265.41","1,271.84","1,271.84","139,922,100"
9-Oct-20,"1,257.65","1,266.97","1,255.96","1,263.33","1,263.33","139,731,100"
8-Oct-20,"1,248.97","1,256.28","1,248.97","1,252.28","1,252.28","137,263,600"
7-Oct-20,"1,228.04","1,249.65","1,228.04","1,246.40","1,246.40","146,879,300"
6-Oct-20,"1,241.42","1,243.41","1,222.03","1,223.27","1,223.27","149,923,200"
5-Oct-20,"1,220.77","1,240.52","1,220.77","1,239.50","1,239.50","140,362,400"
2-Oct-20,"1,218.56","1,226.52","1,209.19","1,214.11","1,214.11","140,123,200"
1-Oct-20,"1,235.33","1,240.56","1,220.51","1,225.24","1,225.24","153,991,000"
30-Sep-20,"1,212.60","1,239.94","1,212.60","1,231.02","1,231.02","179,749,800"
29-Sep-20,"1,214.62","1,220.42","1,206.12","1,210.72","1,210.72","121,933,400"
28-Sep-20,"1,209.27","1,221.48","1,209.27","1,211.66","1,211.66","131,918,600"
25-Sep-20,"1,177.46","1,204.73","1,176.69","1,201.81","1,201.81","139,262,800"
24-Sep-20,"1,187.00","1,188.35","1,175.51","1,182.29","1,182.29","155,803,800"
23-Sep-20,"1,202.76","1,206.38","1,187.59","1,188.52","1,188.52","160,736,300"
22-Sep-20,"1,201.48","1,205.01","1,190.48","1,201.45","1,201.45","160,178,500"
21-Sep-20,"1,222.03","1,222.03","1,187.04","1,203.72","1,203.72","197,080,400"
18-Sep-20,"1,227.30","1,233.94","1,215.20","1,226.34","1,226.34","261,340,800"
17-Sep-20,"1,225.07","1,232.05","1,217.57","1,227.91","1,227.91","159,229,200"
16-Sep-20,"1,238.04","1,243.38","1,230.81","1,231.71","1,231.71","173,441,300"
15-Sep-20,"1,237.15","1,244.04","1,231.30","1,234.48","1,234.48","142,476,000"
14-Sep-20,"1,219.84","1,239.16","1,219.84","1,232.48","1,232.48","160,122,100"
11-Sep-20,"1,214.73","1,221.45","1,206.93","1,216.07","1,216.07","147,313,800"
10-Sep-20,"1,231.02","1,233.73","1,208.60","1,211.40","1,211.40","153,429,300"
9-Sep-20,"1,214.10","1,240.44","1,214.10","1,230.48","1,230.48","151,898,500"
8-Sep-20,"1,226.67","1,226.67","1,205.91","1,209.04","1,209.04","174,202,300"
4-Sep-20,"1,240.06","1,244.25","1,214.63","1,229.65","1,229.65","184,211,900"
3-Sep-20,"1,275.71","1,276.28","1,229.72","1,238.68","1,238.68","200,546,500"
2-Sep-20,"1,248.20","1,276.15","1,243.87","1,273.61","1,273.61","188,783,600"
1-Sep-20,"1,258.94","1,259.44","1,240.65","1,247.56","1,247.56","185,881,100"
31-Aug-20,"1,255.12","1,265.10","1,253.15","1,259.88","1,259.88","185,095,400"
28-Aug-20,"1,254.85","1,256.33","1,247.11","1,255.85","1,255.85","154,477,100"
27-Aug-20,"1,245.12","1,259.13","1,237.16","1,253.32","1,253.32","190,711,400"
26-Aug-20,"1,242.32","1,244.91","1,230.42","1,243.59","1,243.59","137,927,700"
25-Aug-20,"1,239.47","1,245.57","1,238.56","1,245.11","1,245.11","139,068,800"
24-Aug-20,"1,245.23","1,248.00","1,229.33","1,236.45","1,236.45","140,726,800"
21-Aug-20,"1,242.62","1,244.87","1,233.88","1,243.13","1,243.13","151,728,000"
20-Aug-20,"1,241.54","1,244.20","1,238.85","1,242.04","1,242.04","121,637,200"
19-Aug-20,"1,250.30","1,254.78","1,243.49","1,245.63","1,245.63","137,716,400"
18-Aug-20,"1,252.16","1,255.39","1,243.86","1,250.04","1,250.04","112,415,100"
17-Aug-20,"1,245.77","1,255.18","1,245.77","1,250.47","1,250.47","123,977,400"
14-Aug-20,"1,243.50","1,248.52","1,238.44","1,243.21","1,243.21","110,281,900"
13-Aug-20,"1,243.54","1,246.96","1,237.87","1,245.90","1,245.90","118,711,200"
12-Aug-20,"1,231.19","1,251.51","1,231.19","1,247.96","1,247.96","135,622,300"
11-Aug-20,"1,238.33","1,242.23","1,224.28","1,226.88","1,226.88","167,222,400"
10-Aug-20,"1,239.24","1,240.24","1,231.60","1,234.88","1,234.88","141,606,400"
7-Aug-20,"1,234.87","1,239.21","1,230.35","1,239.10","1,239.10","149,780,100"
6-Aug-20,"1,242.66","1,245.44","1,226.12","1,234.73","1,234.73","165,739,900"
5-Aug-20,"1,239.18","1,243.82","1,238.69","1,241.86","1,241.86","163,976,100"
4-Aug-20,"1,239.50","1,241.40","1,228.45","1,235.79","1,235.79","157,629,900"
3-Aug-20,"1,234.02","1,245.38","1,234.02","1,241.39","1,241.39","173,233,300"
31-Jul-20,"1,233.59","1,234.93","1,212.97","1,228.58","1,228.58","198,475,300"
30-Jul-20,"1,236.68","1,237.97","1,223.14","1,235.39","1,235.39","159,829,500"
29-Jul-20,"1,234.75","1,250.08","1,234.65","1,244.95","1,244.95","178,128,400"
28-Jul-20,"1,234.65","1,239.86","1,230.22","1,231.63","1,231.63","174,252,200"
27-Jul-20,"1,221.28","1,236.43","1,219.67","1,233.39","1,233.39","151,744,700"
24-Jul-20,"1,238.63","1,238.63","1,216.56","1,224.52","1,224.52","157,395,500"
23-Jul-20,"1,246.21","1,252.38","1,233.98","1,238.28","1,238.28","186,069,500"
22-Jul-20,"1,238.07","1,245.50","1,231.73","1,243.35","1,243.35","203,727,700"
21-Jul-20,"1,234.82","1,242.32","1,230.18","1,232.87","1,232.87","145,206,800"
20-Jul-20,"1,236.35","1,240.75","1,229.72","1,233.55","1,233.55","148,808,100"
17-Jul-20,"1,221.95","1,237.75","1,221.74","1,233.67","1,233.67","166,856,600"
16-Jul-20,"1,216.90","1,217.59","1,208.61","1,217.06","1,217.06","132,124,800"
15-Jul-20,"1,211.63","1,222.22","1,210.16","1,219.14","1,219.14","169,326,600"
14-Jul-20,"1,177.70","1,205.19","1,174.68","1,203.28","1,203.28","168,604,900"
13-Jul-20,"1,177.23","1,202.37","1,177.23","1,180.18","1,180.18","198,774,000"
10-Jul-20,"1,177.50","1,179.07","1,165.48","1,173.97","1,173.97","138,011,200"
9-Jul-20,"1,185.96","1,189.29","1,162.44","1,176.56","1,176.56","155,620,300"
8-Jul-20,"1,188.30","1,193.69","1,178.59","1,186.27","1,186.27","159,557,000"
7-Jul-20,"1,190.01","1,200.34","1,184.51","1,186.07","1,186.07","153,734,200"
6-Jul-20,"1,191.49","1,203.18","1,191.01","1,196.34","1,196.34","155,716,000"
2-Jul-20,"1,181.32","1,190.99","1,181.32","1,184.43","1,184.43","160,553,600"
1-Jul-20,"1,172.84","1,180.64","1,165.62","1,176.09","1,176.09","204,948,900"
30-Jun-20,"1,147.26","1,172.72","1,144.78","1,167.80","1,167.80","183,201,500"
29-Jun-20,"1,142.62","1,149.17","1,137.27","1,147.04","1,147.04","158,064,100"
26-Jun-20,"1,150.53","1,151.83","1,131.86","1,137.37","1,137.37","319,757,600"
25-Jun-20,"1,139.73","1,152.22","1,129.83","1,151.43","1,151.43","180,123,800"
24-Jun-20,"1,164.93","1,164.93","1,132.21","1,139.72","1,139.72","208,806,600"
23-Jun-20,"1,169.03","1,180.76","1,168.73","1,170.82","1,170.82","180,574,700"
22-Jun-20,"1,167.49","1,167.49","1,154.09","1,165.74","1,165.74","169,898,300"
19-Jun-20,"1,164.37","1,176.95","1,158.59","1,169.95","1,169.95","334,909,300"
18-Jun-20,"1,157.66","1,161.88","1,152.51","1,159.85","1,159.85","162,196,200"
17-Jun-20,"1,168.05","1,172.26","1,160.18","1,163.36","1,163.36","163,830,200"
16-Jun-20,"1,152.00","1,171.69","1,146.58","1,164.27","1,164.27","241,735,600"
15-Jun-20,"1,123.56","1,142.93","1,109.00","1,136.59","1,136.59","213,871,500"
12-Jun-20,"1,141.43","1,153.78","1,114.88","1,134.51","1,134.51","223,527,500"
11-Jun-20,"1,188.93","1,188.93","1,123.82","1,126.67","1,126.67","280,715,200"
10-Jun-20,"1,199.67","1,203.36","1,188.70","1,193.84","1,193.84","192,885,300"
9-Jun-20,"1,207.67","1,211.56","1,194.48","1,195.49","1,195.49","174,725,400"
8-Jun-20,"1,198.65","1,208.68","1,192.38","1,208.56","1,208.56","205,147,300"
5-Jun-20,"1,184.12","1,209.37","1,183.26","1,200.89","1,200.89","233,602,000"
4-Jun-20,"1,188.23","1,191.09","1,173.63","1,181.32","1,181.32","188,019,500"
3-Jun-20,"1,195.63","1,197.45","1,185.72","1,190.92","1,190.92","200,419,600"
2-Jun-20,"1,186.40","1,193.38","1,179.68","1,193.30","1,193.30","207,745,200"
1-Jun-20,"1,189.26","1,191.59","1,178.53","1,186.09","1,186.09","207,247,400"
29-May-20,"1,186.81","1,199.83","1,172.86","1,198.14","1,198.14","300,284,800"
28-May-20,"1,177.02","1,195.31","1,177.02","1,183.11","1,183.11","189,883,600"
27-May-20,"1,156.87","1,168.41","1,140.49","1,168.41","1,168.41","217,643,900"
26-May-20,"1,168.30","1,176.24","1,154.55","1,156.27","1,156.27","219,321,800"
22-May-20,"1,155.46","1,159.05","1,150.04","1,158.51","1,158.51","161,611,300"
21-May-20,"1,164.38","1,164.38","1,150.31","1,156.32","1,156.32","184,265,100"
20-May-20,"1,170.98","1,176.99","1,162.86","1,165.78","1,165.78","188,775,300"
19-May-20,"1,176.40","1,180.29","1,163.99","1,164.35","1,164.35","171,014,400"
18-May-20,"1,184.38","1,195.68","1,177.61","1,178.58","1,178.58","215,584,200"
15-May-20,"1,156.04","1,169.35","1,152.90","1,167.63","1,167.63","255,681,700"
14-May-20,"1,139.46","1,159.19","1,135.58","1,159.19","1,159.19","199,085,400"
13-May-20,"1,158.24","1,166.32","1,137.47","1,146.87","1,146.87","221,814,000"
12-May-20,"1,181.12","1,184.83","1,159.42","1,159.62","1,159.62","198,674,700"
11-May-20,"1,155.61","1,179.33","1,153.39","1,177.17","1,177.17","201,823,500"
8-May-20,"1,159.49","1,163.13","1,153.66","1,157.47","1,157.47","189,083,000"
7-May-20,"1,158.87","1,162.12","1,150.00","1,151.26","1,151.26","211,897,400"
6-May-20,"1,166.50","1,169.40","1,151.78","1,151.78","1,151.78","201,439,300"
5-May-20,"1,148.02","1,171.79","1,146.61","1,163.21","1,163.21","186,648,200"
4-May-20,"1,137.80","1,141.18","1,128.83","1,138.72","1,138.72","170,596,600"
1-May-20,"1,152.53","1,152.53","1,129.42","1,137.89","1,137.89","206,015,100"
30-Apr-20,"1,164.30","1,169.13","1,155.80","1,162.03","1,162.03","277,539,600"
29-Apr-20,"1,168.07","1,175.63","1,159.97","1,167.15","1,167.15","275,088,200"
28-Apr-20,"1,187.96","1,189.93","1,157.76","1,158.58","1,158.58","222,536,100"
27-Apr-20,"1,173.44","1,188.11","1,173.44","1,183.79","1,183.79","195,756,500"
24-Apr-20,"1,158.91","1,170.04","1,152.10","1,168.43","1,168.43","180,275,000"
23-Apr-20,"1,151.80","1,170.34","1,151.09","1,151.83","1,151.83","246,943,000"
22-Apr-20,"1,143.09","1,151.70","1,138.48","1,146.31","1,146.31","201,657,600"
21-Apr-20,"1,150.26","1,150.72","1,126.93","1,128.23","1,128.23","227,782,600"
20-Apr-20,"1,167.64","1,181.29","1,160.96","1,164.79","1,164.79","225,004,900"
17-Apr-20,"1,170.26","1,175.80","1,157.87","1,173.93","1,173.93","322,722,700"
16-Apr-20,"1,133.15","1,152.86","1,130.59","1,150.15","1,150.15","228,726,500"
15-Apr-20,"1,121.34","1,131.75","1,110.27","1,125.42","1,125.42","204,613,400"
14-Apr-20,"1,111.73","1,135.12","1,111.73","1,131.35","1,131.35","211,996,000"
13-Apr-20,"1,105.03","1,105.03","1,080.29","1,095.15","1,095.15","184,233,900"
9-Apr-20,"1,100.14","1,111.56","1,095.56","1,106.01","1,106.01","242,541,900"
8-Apr-20,"1,061.43","1,105.40","1,051.62","1,099.88","1,099.88","230,605,200"
7-Apr-20,"1,085.42","1,093.29","1,055.00","1,055.49","1,055.49","263,017,900"
6-Apr-20,"1,037.88","1,070.40","1,037.88","1,065.43","1,065.43","289,699,800"
3-Apr-20,"1,014.30","1,025.71","1,000.11","1,010.87","1,010.87","222,365,700"
2-Apr-20,"988.14","1,022.95","978.9","1,020.68","1,020.68","240,211,600"
1-Apr-20,"1,002.69","1,007.31","984.01","993.02","993.02","236,572,800"
31-Mar-20,"1,033.82","1,043.52","1,022.32","1,032.90","1,032.90","319,522,200"
30-Mar-20,"1,007.29","1,038.81","1,007.29","1,036.98","1,036.98","295,893,000"
27-Mar-20,"995.14","1,016.60","983.05","990.69","990.69","268,403,500"
26-Mar-20,"957.61","1,017.92","956.09","1,015.18","1,015.18","330,854,600"
25-Mar-20,"932.73","980.18","922",948.94,"948.94","364,879,600"
24-Mar-20,"906.88","938.93","904.89",937.08,"937.08","348,869,800"
23-Mar-20,"910.67","910.67","858",870.99,"870.99","373,169,300"
20-Mar-20,"959.3","972.95","913.28",916.59,"916.59","407,747,600"
19-Mar-20,"972.32","977.11","945.31",955.54,"955.54","381,941,000"
18-Mar-20,"975.93","989.18","927.01",973.71,"973.71","406,540,900"
17-Mar-20,"957.64","1,015.43","955.62","1,007.95","1,007.95","401,734,900"
16-Mar-20,"998.1","1,009.73","946.02","948.61","948.61","376,472,700"
13-Mar-20,"1,008.22","1,054.25","976.77","1,053.92","1,053.92","411,012,600"
12-Mar-20,"1,032.24","1,040.74","983","985.4","985.4","425,939,600"
11-Mar-20,"1,089.53","1,089.53","1,051.20","1,064.27","1,064.27","351,185,300"
10-Mar-20,"1,112.70","1,112.70","1,057.01","1,107.57","1,107.57","326,378,600"
9-Mar-20,"1,112.70","1,112.70","1,059.92","1,070.44","1,070.44","353,901,300"
6-Mar-20,"1,117.35","1,133.04","1,099.87","1,129.02","1,129.02","324,207,700"
5-Mar-20,"1,147.52","1,152.39","1,122.56","1,134.90","1,134.90","283,953,100"
4-Mar-20,"1,125.19","1,163.99","1,125.19","1,162.75","1,162.75","321,831,000"
3-Mar-20,"1,129.71","1,148.88","1,084.37","1,098.88","1,098.88","320,975,000"
2-Mar-20,"1,079.05","1,127.62","1,073.26","1,127.57","1,127.57","331,757,300"
28-Feb-20,"1,071.03","1,076.21","1,046.39","1,075.66","1,075.66","442,080,300"
27-Feb-20,"1,120.15","1,131.20","1,090.74","1,091.03","1,091.03","351,727,300"
26-Feb-20,"1,134.65","1,148.58","1,126.78","1,128.63","1,128.63","263,536,400"
25-Feb-20,"1,167.11","1,169.88","1,125.32","1,129.79","1,129.79","276,840,100"
24-Feb-20,"1,190.90","1,190.90","1,159.05","1,164.14","1,164.14","256,180,700"
21-Feb-20,"1,200.16","1,204.40","1,194.05","1,203.41","1,203.41","175,005,700"
20-Feb-20,"1,208.03","1,208.69","1,192.16","1,203.03","1,203.03","176,688,000"
19-Feb-20,"1,207.81","1,212.18","1,207.06","1,210.55","1,210.55","154,141,200"
18-Feb-20,"1,208.37","1,210.65","1,201.03","1,205.08","1,205.08","174,536,600"
14-Feb-20,"1,209.08","1,209.54","1,203.35","1,209.53","1,209.53","157,748,000"
13-Feb-20,"1,209.57","1,213.16","1,205.74","1,207.93","1,207.93","178,470,600"
12-Feb-20,"1,215.60","1,219.87","1,209.69","1,214.51","1,214.51","206,225,100"
11-Feb-20,"1,208.68","1,213.92","1,207.73","1,212.83","1,212.83","153,550,400"
10-Feb-20,"1,194.57","1,205.45","1,193.97","1,205.41","1,205.41","181,177,400"
7-Feb-20,"1,208.75","1,210.04","1,197.61","1,199.27","1,199.27","193,759,200"
6-Feb-20,"1,213.31","1,213.98","1,203.71","1,209.05","1,209.05","204,505,700"
5-Feb-20,"1,191.00","1,211.81","1,189.71","1,207.71","1,207.71","239,323,700"
4-Feb-20,"1,173.52","1,189.56","1,173.52","1,184.41","1,184.41","190,636,800"
3-Feb-20,"1,161.11","1,172.63","1,161.11","1,164.64","1,164.64","207,902,400"
31-Jan-20,"1,172.33","1,173.20","1,150.37","1,153.96","1,153.96","228,459,400"
30-Jan-20,"1,179.38","1,179.38","1,167.34","1,177.34","1,177.34","199,618,700"
29-Jan-20,"1,192.02","1,195.07","1,186.44","1,186.54","1,186.54","166,189,700"
28-Jan-20,"1,186.08","1,194.69","1,184.35","1,189.86","1,189.86","202,157,900"
27-Jan-20,"1,184.04","1,188.65","1,179.11","1,184.21","1,184.21","200,245,000"
24-Jan-20,"1,214.67","1,214.97","1,190.33","1,193.25","1,193.25","211,279,800"
23-Jan-20,"1,217.65","1,218.28","1,205.42","1,213.60","1,213.60","192,335,700"
22-Jan-20,"1,219.24","1,223.74","1,218.10","1,219.64","1,219.64","162,767,200"
21-Jan-20,"1,215.49","1,220.99","1,214.10","1,218.20","1,218.20","191,809,100"
17-Jan-20,"1,218.04","1,218.98","1,214.59","1,217.69","1,217.69","188,526,800"
16-Jan-20,"1,214.87","1,217.77","1,211.06","1,216.96","1,216.96","148,552,300"
15-Jan-20,"1,201.23","1,213.83","1,201.23","1,210.62","1,210.62","170,769,800"
14-Jan-20,"1,189.92","1,200.59","1,187.92","1,200.43","1,200.43","205,467,500"
13-Jan-20,"1,198.14","1,198.72","1,189.82","1,193.90","1,193.90","160,276,200"
10-Jan-20,"1,201.40","1,204.15","1,196.19","1,198.13","1,198.13","136,487,000"
9-Jan-20,"1,194.14","1,200.93","1,193.97","1,197.64","1,197.64","160,163,500"
8-Jan-20,"1,185.38","1,197.80","1,184.71","1,192.03","1,192.03","168,243,800"
7-Jan-20,"1,184.56","1,185.90","1,178.59","1,184.41","1,184.41","150,392,100"
6-Jan-20,"1,176.88","1,187.54","1,175.34","1,187.27","1,187.27","140,358,300"
3-Jan-20,"1,178.35","1,186.62","1,173.23","1,180.33","1,180.33","129,616,800"
2-Jan-20,"1,190.89","1,191.18","1,181.81","1,190.45","1,190.45","140,343,000"
